curs,any,nom_estudis,nom_ensenyament,nivell,alumnes,alumnes_dones,alumnes_homes,unitats,n_centres
2015/2016,2015,ENSENYAMENTS D'IDIOMES,JAPONÈS - NIVELL BÀSIC,1,162,84,78,5,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,JAPONÈS - NIVELL BÀSIC,2,95,51,44,3,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,JAPONÈS - NIVELL INTERMEDI,1,57,31,26,2,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,JAPONÈS - NIVELL INTERMEDI,2,58,34,24,1,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,NEERLANDÈS - NIVELL AVANÇAT,1,18,13,5,1,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,NEERLANDÈS - NIVELL AVANÇAT,2,19,13,6,1,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,NEERLANDÈS - NIVELL BÀSIC,1,64,38,26,2,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,NEERLANDÈS - NIVELL BÀSIC,2,36,20,16,1,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,NEERLANDÈS - NIVELL INTERMEDI,1,33,16,17,1,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,PORTUGUÈS - NIVELL AVANÇAT,1,19,16,3,1,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,PORTUGUÈS - NIVELL AVANÇAT,2,26,15,11,1,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,PORTUGUÈS - NIVELL BÀSIC,1,53,41,12,2,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,PORTUGUÈS - NIVELL BÀSIC,2,30,19,11,1,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,PORTUGUÈS - NIVELL INTERMEDI,1,43,32,11,1,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,RUS - NIVELL AVANÇAT,1,40,20,20,3,3
2015/2016,2015,ENSENYAMENTS D'IDIOMES,RUS - NIVELL AVANÇAT,2,58,34,24,0,3
2015/2016,2015,ENSENYAMENTS D'IDIOMES,RUS - NIVELL BÀSIC,1,352,187,165,14,7
2015/2016,2015,ENSENYAMENTS D'IDIOMES,RUS - NIVELL BÀSIC,2,268,158,110,8,7
2015/2016,2015,ENSENYAMENTS D'IDIOMES,RUS - NIVELL INTERMEDI,1,95,52,43,8,3
2015/2016,2015,ENSENYAMENTS D'IDIOMES,RUS - NIVELL INTERMEDI,2,107,61,46,3,3
2015/2016,2015,ENSENYAMENTS D'IDIOMES,XINÈS - NIVELL AVANÇAT,1,11,8,3,1,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,XINÈS - NIVELL AVANÇAT,2,16,13,3,0,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,XINÈS - NIVELL BÀSIC,1,340,203,137,0,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,XINÈS - NIVELL BÀSIC,2,177,112,65,0,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,XINÈS - NIVELL INTERMEDI,1,58,38,20,4,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,XINÈS - NIVELL INTERMEDI,2,37,21,16,1,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,ÀRAB - NIVELL AVANÇAT,1,18,15,3,1,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,ÀRAB - NIVELL AVANÇAT,2,25,14,11,0,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,ÀRAB - NIVELL BÀSIC,1,292,192,100,14,5
2015/2016,2015,ENSENYAMENTS D'IDIOMES,ÀRAB - NIVELL BÀSIC,2,181,116,65,10,5
2015/2016,2015,ENSENYAMENTS D'IDIOMES,ÀRAB - NIVELL INTERMEDI,1,96,72,24,10,4
2015/2016,2015,ENSENYAMENTS D'IDIOMES,ÀRAB - NIVELL INTERMEDI,2,72,46,26,1,4
2015/2016,2015,ENSENYAMENTS D'IDIOMES,ÈUSCAR - NIVELL AVANÇAT,1,17,11,6,1,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,ÈUSCAR - NIVELL AVANÇAT,2,6,3,3,0,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,ÈUSCAR - NIVELL BÀSIC,1,41,27,14,2,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,ÈUSCAR - NIVELL BÀSIC,2,18,11,7,1,1
2015/2016,2015,ENSENYAMENTS D'IDIOMES,ÈUSCAR - NIVELL INTERMEDI,1,38,28,10,2,1
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN ALTA MUNTANYA,2,6,0,6,0,1
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN ATLETISME,1,8,2,6,0,1
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN ATLETISME,2,9,4,5,0,1
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN BASQUETBOL,1,115,18,97,0,13
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN BASQUETBOL,2,66,7,59,0,7
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN DESCENS DE BARRANCS,2,49,5,44,0,1
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN ESCALADA,2,18,0,18,0,2
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN ESQUÍ ALPÍ,1,198,71,127,0,10
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN ESQUÍ ALPÍ,2,118,24,94,0,8
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN ESQUÍ DE FONS,1,15,7,8,0,2
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN ESQUÍ DE FONS,2,2,1,1,0,1
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN FUTBOL,1,684,16,668,0,22
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN FUTBOL,2,361,8,353,0,18
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN FUTBOL SALA,1,20,4,16,0,3
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN FUTBOL SALA,2,9,2,7,0,2
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN HANDBOL,1,35,7,28,0,4
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN HANDBOL,2,19,1,18,0,2
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN MUNTANYA MITJANA,1,234,36,198,0,7
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN MUNTANYA MITJANA,2,98,14,84,0,8
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN SURF DE NEU,1,55,12,43,0,7
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC D'ESPORT EN SURF DE NEU,2,30,1,29,0,6
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC ESPORTIU EN BUSSEIG ESPORTIU AMB ESCAFANDRE AUTÒNOM,1,2,0,2,0,1
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC ESPORTIU EN BUSSEIG ESPORTIU AMB ESCAFANDRE AUTÒNOM,2,15,2,13,0,2
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC ESPORTIU EN ESGRIMA,2,2,2,0,0,1
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC ESPORTIU EN ESPELEOLOGIA,1,4,1,3,0,1
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC ESPORTIU EN JUDO I DEFENSA PERSONAL,1,41,9,32,0,2
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC ESPORTIU EN JUDO I DEFENSA PERSONAL,2,13,0,13,0,1
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC ESPORTIU EN LES DISCIPLINES HÍPIQUES DE RESISTÈNCIA ORIENTACIÓ I TURISME EQÜESTRE,1,94,65,29,0,6
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC ESPORTIU EN LES DISCIPLINES HÍPIQUES DE RESISTÈNCIA ORIENTACIÓ I TURISME EQÜESTRE,2,31,20,11,0,3
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC ESPORTIU EN SALVAMENT I SOCORRISME,1,270,43,227,0,11
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC ESPORTIU EN SALVAMENT I SOCORRISME,2,109,16,93,0,6
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC ESPORTIU EN VELA AMB APARELL FIX,1,18,4,14,0,3
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC ESPORTIU SUPERIOR EN SALVAMENT I SOCORRISME,1,26,6,20,0,3
2015/2016,2015,ENSENYAMENTS ESPORTIUS,"TÈCNIC ESPOTIU EN LES DISCIPLINES HÍPIQUES DE SALT, DOMA I CONCURS COMPLET",2,18,8,10,0,3
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC SUPERIOR D'ESPORT EN ALTA MUNTANYA,1,4,0,4,0,1
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC SUPERIOR D'ESPORT EN ATLETISME,1,2,0,2,0,1
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC SUPERIOR D'ESPORT EN BASQUETBOL,1,11,1,10,0,1
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC SUPERIOR D'ESPORT EN ESCALADA,1,5,0,5,0,2
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC SUPERIOR D'ESPORT EN ESQUÍ ALPÍ,1,43,8,35,0,4
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC SUPERIOR D'ESPORT EN ESQUÍ DE FONS,1,1,0,1,0,1
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC SUPERIOR D'ESPORT EN ESQUÍ DE MUNTANYA,1,19,0,19,0,1
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC SUPERIOR D'ESPORT EN FUTBOL,1,45,0,45,0,3
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC SUPERIOR D'ESPORT EN FUTBOL SALA,1,1,1,0,0,1
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC SUPERIOR D'ESPORT EN HANDBOL,1,3,0,3,0,1
2015/2016,2015,ENSENYAMENTS ESPORTIUS,TÈCNIC SUPERIOR D'ESPORT EN SURF DE NEU,1,7,0,7,0,1
2015/2016,2015,ENSENYAMENTS SUPERIORS DE DISSENY,ESDL - DISSENY D'INTERIORS,1,100,81,19,17,7
2015/2016,2015,ENSENYAMENTS SUPERIORS DE DISSENY,ESDL - DISSENY D'INTERIORS,2,99,73,26,17,6
2015/2016,2015,ENSENYAMENTS SUPERIORS DE DISSENY,ESDL - DISSENY D'INTERIORS,3,81,69,12,12,5
2015/2016,2015,ENSENYAMENTS SUPERIORS DE DISSENY,ESDL - DISSENY D'INTERIORS,4,72,64,8,8,5
2015/2016,2015,ENSENYAMENTS SUPERIORS DE DISSENY,ESDL - DISSENY DE MODA,1,175,151,24,1,3
2015/2016,2015,ENSENYAMENTS SUPERIORS DE DISSENY,ESDL - DISSENY DE MODA,2,126,116,10,1,3
2015/2016,2015,ENSENYAMENTS SUPERIORS DE DISSENY,ESDL - DISSENY DE MODA,3,117,104,13,1,3
2015/2016,2015,ENSENYAMENTS SUPERIORS DE DISSENY,ESDL - DISSENY DE MODA,4,99,85,14,1,3
2015/2016,2015,ENSENYAMENTS SUPERIORS DE DISSENY,ESDL - DISSENY DE MODA,P,19,17,2,0,1
2015/2016,2015,ENSENYAMENTS SUPERIORS DE DISSENY,ESDL - DISSENY DE PRODUCTES,1,58,29,29,1,3
2015/2016,2015,ENSENYAMENTS SUPERIORS DE DISSENY,ESDL - DISSENY DE PRODUCTES,2,46,23,23,1,2
2015/2016,2015,ENSENYAMENTS SUPERIORS DE DISSENY,ESDL - DISSENY DE PRODUCTES,3,39,20,19,1,2
2015/2016,2015,ENSENYAMENTS SUPERIORS DE DISSENY,ESDL - DISSENY DE PRODUCTES,4,39,19,20,1,2
2015/2016,2015,ENSENYAMENTS SUPERIORS DE DISSENY,ESDL - DISSENY GRÀFIC,1,122,76,46,13,7
2015/2016,2015,ENSENYAMENTS SUPERIORS DE DISSENY,ESDL - DISSENY GRÀFIC,2,134,86,48,13,7
2015/2016,2015,ENSENYAMENTS SUPERIORS DE DISSENY,ESDL - DISSENY GRÀFIC,3,98,66,32,9,7
2015/2016,2015,ENSENYAMENTS SUPERIORS DE DISSENY,ESDL - DISSENY GRÀFIC,4,106,69,37,9,7
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ACTIVITATS COMERCIALS,1,1740,789,951,63,55
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ACTIVITATS COMERCIALS (PRODUCTES FRESCOS),1,36,10,26,0,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - APROFITAMENT I CONSERVACIÓ DEL MEDI NATURAL,1,100,3,97,5,4
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - APROFITAMENT I CONSERVACIÓ DEL MEDI NATURAL,2,87,2,85,5,4
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ATENCIÓ A PERSONES EN SITUACIÓ DE DEPENDÈNCIA,1,2427,2001,426,92,70
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ATENCIÓ A PERSONES EN SITUACIÓ DE DEPENDÈNCIA,2,2216,1877,339,93,70
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ATENCIÓ A PERSONES EN SITUACIÓ DE DEPENDÈNCIA,P,5,3,2,0,3
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ATENCIÓ A PERSONES EN SITUACIÓ DE DEPENDÊNCIA,NA,448,368,80,0,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - BUSSEIG DE PROFUNDITAT MITJANA,1,33,4,29,0,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CARACTERITZACIÓ,1,6,5,1,0,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CARACTERITZACIÓ,2,8,8,0,0,3
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CARROSSERIA,1,587,15,572,20,21
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CARROSSERIA,2,460,9,451,20,21
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CARROSSERIA,P,3,0,3,0,3
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - COMERÇ,1,311,156,155,0,38
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - COMERÇ,P,37,10,27,0,7
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CONDUCCIÓ D'ACTIVITATS FISICOESPORTIVES EN EL MEDI NATURAL,1,1741,308,1433,44,41
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CONDUCCIÓ D'ACTIVITATS FISICOESPORTIVES EN EL MEDI NATURAL,P,21,3,18,0,4
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CONFECCIÓ I MODA,1,152,134,18,5,5
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CONFECCIÓ I MODA,2,103,97,6,4,4
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CONFECCIÓ I MODA (INNOVACIÓ I PRODUCCIÓ DE LA MODA),1,25,21,4,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CONFECCIÓ I MODA (INNOVACIÓ I PRODUCCIÓ DE LA MODA),2,11,8,3,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CONSTRUCCIÓ,1,31,1,30,6,2
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CONSTRUCCIÓ,2,17,1,16,6,2
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CUINA I GASTRONOMIA,1,1099,314,785,29,22
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CUINA I GASTRONOMIA,2,1388,411,977,28,22
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CULTIUS AQÜÍCOLES,1,20,7,13,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CULTIUS AQÜÍCOLES,2,13,2,11,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CURES AUXILIARS D'INFERMERIA,1,7072,5590,1482,154,77
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CURES AUXILIARS D'INFERMERIA,2,72,57,15,0,2
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CURES AUXILIARS D'INFERMERIA,P,189,137,52,0,12
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - CURES AUXILIARS D'INFERMERIA,NA,1017,833,184,0,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ELABORACIÓ DE PRODUCTES ALIMENTARIS,1,170,59,111,17,9
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ELABORACIÓ DE PRODUCTES ALIMENTARIS,2,90,32,58,15,7
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ELECTROMECÀNICA DE MAQUINÀRIA,1,86,2,84,8,4
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ELECTROMECÀNICA DE MAQUINÀRIA,2,24,0,24,6,2
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ELECTROMECÀNICA DE VEHICLES,1,2179,56,2123,69,45
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ELECTROMECÀNICA DE VEHICLES,2,1886,32,1854,66,46
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ELECTROMECÀNICA DE VEHICLES,P,6,0,6,0,5
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ELECTROMECÀNICA DE VEHICLES (AVIONS),1,28,2,26,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ELECTROMECÀNICA DE VEHICLES (AVIONS),2,28,1,27,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ELECTROMECÀNICA DE VEHICLES (INDUSTRIALS),1,85,2,83,2,3
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ELECTROMECÀNICA DE VEHICLES (INDUSTRIALS),2,66,0,66,2,3
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - EMERGÈNCIES I PROTECCIÓ CIVIL,NA,183,2,181,0,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - EMERGÈNCIES SANITÀRIES,1,618,217,401,18,16
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - EMERGÈNCIES SANITÀRIES,2,730,220,510,18,16
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - EMERGÈNCIES SANITÀRIES,P,4,2,2,0,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - EMERGÈNCIES SANITÀRIES,NA,675,161,514,0,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - EQUIPS ELECTRÒNICS DE CONSUM,2,22,0,22,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ESTÈTICA I BELLESA,1,962,941,21,29,30
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ESTÈTICA I BELLESA,2,11,11,0,0,2
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ESTÈTICA PERSONAL DECORATIVA,1,388,384,4,0,15
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ESTÈTICA PERSONAL DECORATIVA,2,64,64,0,0,5
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - ESTÈTICA PERSONAL DECORATIVA,P,23,22,1,0,5
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - EXCAVACIONS I SONDATGES (OPERACIONS DE MAQUINÀRIA DE LA CONSTRUCCIÓ),1,16,0,16,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - EXCAVACIONS I SONDATGES (OPERACIONS DE MAQUINÀRIA DE LA CONSTRUCCIÓ),2,14,0,14,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - EXCAVACIONSCFPM - EXCAVACIONS I SONDATGES,1,25,4,21,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - FABRICACIÓ I ENNOBLIMENT DE PRODUCTES TÈXTILS,1,29,14,15,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - FABRICACIÓ I ENNOBLIMENT DE PRODUCTES TÈXTILS,2,16,11,5,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - FARMÀCIA I PARAFARMÀCIA,1,1125,866,259,37,28
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - FARMÀCIA I PARAFARMÀCIA,2,1045,837,208,38,27
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - FARMÀCIA I PARAFARMÀCIA,P,11,9,2,0,5
2015/2016,2015,FORMACIÓ PROFESSIONAL,"CFPM - FORNERIA, PASTISSERIA I CONFITERIA",1,369,221,148,16,13
2015/2016,2015,FORMACIÓ PROFESSIONAL,"CFPM - FORNERIA, PASTISSERIA I CONFITERIA",2,488,259,229,17,13
2015/2016,2015,FORMACIÓ PROFESSIONAL,"CFPM - FORNERIA, PASTISSERIA I CONFITERIA",P,5,2,3,0,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - FUSTERIA I MOBLE,1,137,11,126,14,7
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - FUSTERIA I MOBLE,2,101,8,93,15,7
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - FUSTERIA I MOBLE,P,1,0,1,0,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - GESTIÓ ADMINISTRATIVA,1,3789,2040,1749,197,142
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - GESTIÓ ADMINISTRATIVA,2,3174,1860,1314,199,146
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - GESTIÓ ADMINISTRATIVA,P,5,3,2,0,3
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - GESTIÓ ADMINISTRATIVA,NA,759,599,160,0,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - GESTIÓ ADMINISTRATIVA (ÀMBIT JURÍDIC),1,256,180,76,9,9
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - GESTIÓ ADMINISTRATIVA (ÀMBIT JURÍDIC),2,182,140,42,9,9
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - GESTIÓ ADMINISTRATIVA (ÀMBIT JURÍDIC),P,2,2,0,0,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - IMPRESSIÓ GRÀFICA,1,48,16,32,2,2
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - IMPRESSIÓ GRÀFICA,2,23,3,20,2,2
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - IMPRESSIÓ GRÀFICA (IMPRESSIÓ GRÀFICA I CONVERTING),1,10,1,9,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - IMPRESSIÓ GRÀFICA (IMPRESSIÓ GRÀFICA I CONVERTING),2,10,2,8,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - INSTAL·LACIONS DE PRODUCCIÓ DE CALOR,1,80,1,79,4,5
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - INSTAL·LACIONS DE PRODUCCIÓ DE CALOR,2,114,2,112,7,7
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - INSTAL·LACIONS DE TELECOMUNICACIONS,1,494,13,481,24,19
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - INSTAL·LACIONS DE TELECOMUNICACIONS,2,356,8,348,25,20
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - INSTAL·LACIONS ELÈCTRIQUES I AUTOMÀTIQUES,1,1394,38,1356,84,56
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - INSTAL·LACIONS ELÈCTRIQUES I AUTOMÀTIQUES,2,1341,25,1316,92,64
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - INSTAL·LACIONS ELÈCTRIQUES I AUTOMÀTIQUES,NA,419,14,405,0,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - INSTAL·LACIONS FRIGORÍFIQUES I DE CLIMATITZACIÓ,1,118,2,116,16,8
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - INSTAL·LACIONS FRIGORÍFIQUES I DE CLIMATITZACIÓ,2,146,2,144,13,10
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - INSTAL·LACIÓ i MOBLAMENT,1,63,12,51,7,3
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - INSTAL·LACIÓ i MOBLAMENT,2,107,11,96,11,7
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - JARDINERIA I FLORISTERIA,1,280,36,244,17,11
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - JARDINERIA I FLORISTERIA,2,219,24,195,15,10
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - LABORATORI,1,151,81,70,0,11
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - LABORATORI,2,1,1,0,0,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - LABORATORI D'IMATGE,1,62,36,26,2,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - MANTENIMENT DE MATERIAL RODANT FERROVIARI,1,26,1,25,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - MANTENIMENT DE MATERIAL RODANT FERROVIARI,2,21,0,21,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - MANTENIMENT ELECTROMECÀNIC,1,873,29,844,44,37
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - MANTENIMENT ELECTROMECÀNIC,2,699,28,671,44,37
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - MANTENIMENT ELECTROMECÀNIC,P,1,0,1,0,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - MANTENIMENT ELECTROMECÀNIC ( VAIXLLS D'ESBARJO I SERVEIS PORTUARIS,1,126,0,126,3,5
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - MANTENIMENT ELECTROMECÀNIC ( VAIXLLS D'ESBARJO I SERVEIS PORTUARIS,2,93,2,91,4,5
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - MANTENIMENT I CONTROL DE LA MAQUINÀRIA DE VAIXELLS I EMBARCACIONS,1,23,0,23,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - MANTENIMENT I CONTROL DE LA MAQUINÀRIA DE VAIXELLS I EMBARCACIONS,2,21,0,21,1,1
2015/2016,2015,FORMACIÓ PROFESSIONAL,CFPM - MECANITZACIÓ,1,670,17,653,29,25
